id,number,type,score,source_page,group_prompt,stem,option_A,option_B,option_C,option_D,answer,images
HQG8-2025-GEO-017,17,single_choice,2,3,读我国人口政策动态调整时间演变轴，完成第15-17小题。,我国每次调整生育政策都是为了,降低我国人口死亡率,促进人口与社会经济长期均衡发展,减缓青壮年就业压力,确保我国人口总量持续大幅度增加,,question_images/figure_05.png
HQG8-2025-GEO-018,18,single_choice,2,4,长城是人类文明史上最伟大的建筑工程之一，它东起鸭绿江边，经山海关西至嘉峪关。读下面长城主体部分位置示意图，完成第18-19小题。,长城自西向东跨越了我国,地势第一、二级阶梯,地势第二、三级阶梯,暖温带与亚热带,热带与亚热带,,question_images/figure_06.png
HQG8-2025-GEO-019,19,single_choice,2,4,读长城主体部分位置示意图，完成第18-19小题。,长城以北主要分布的少数民族是,蒙古族,朝鲜族,藏族,壮族,,question_images/figure_06.png
HQG8-2025-GEO-020,20,single_choice,2,4,糟粕醋是海南省文昌市的一种传统小吃，采用民间酿酒过程中产生的酒糟发酵产生的酸醋作为汤料，外加蔬菜、动物内脏、海鲜等做成。味道微辣酸甜可口。这几年旅游热度“添火”，社交媒体传播“加柴”，海南糟粕醋逐渐“走红”。据此完成第20-21小题。,糟粕醋的独特风味与海南岛的地理环境密切相关，以下哪项最能解释其地域性特征,热带季风气候利于辣椒生长，丰富调料来源,火山土壤富含矿物质，提升酒糟营养价值,沿海渔业发达，提供海鲜汤底原料,雨林气候高温高湿，加速酒糟发酵过程,,
HQG8-2025-GEO-021,21,single_choice,2,4,阅读糟粕醋材料，完成第20-21小题。,近年来糟粕醋逐渐成为海南地理标志产品，以下哪项措施最能体现其文化保护与推广价值,工厂化生产提高产量,申报非物质文化遗产名录,开发速食包装拓展市场,降低价格吸引外地游客,,
HQG8-2025-GEO-022,22,single_choice,2,4,河流是形成地理环境各要素中最具活力的因素之一，同时也为生产、生活提供了重要的资源。左图为我国主要河流分布图，右图为我国东部四条河流流量的年变化曲线图。据此完成第22-24小题。,关于我国内流区和外流区的分布，下列说法正确的是,季风区以内流河为主,非季风区全是内流河,外流河水主要来自高山冰雪融水,内流河水夏季水量最大,,question_images/figure_07.png
HQG8-2025-GEO-023,23,single_choice,2,5,读我国主要河流分布及东部四条河流流量年变化曲线图，完成第22-24小题。,图中我国东部四条河流中，水量最大和结冰期最长的分别是,珠江和松花江,长江和黄河,长江和松花江,珠江和黄河,,question_images/figure_07.png
HQG8-2025-GEO-024,24,single_choice,2,5,读我国东部四条河流流量的年变化曲线图，完成第22-24小题。,从我国东部四条河流流量的年变化曲线图推测我国降水的时间分布特点为,从东南向西北减少,主要集中在夏季,季风区降水多,年际变化大,,question_images/figure_07.png
HQG8-2025-GEO-025,25,single_choice,2,5,读材料：我国水资源总量约2.8万亿立方米，居世界第六位，但人均水资源占有量仅为世界平均水平的1/4，是世界上13个贫水国家之一。完成第25-26小题。,我国水资源人均占有量少的主要原因是,水资源总量不足,人口数量众多,水资源浪费严重,水资源污染加剧,,
HQG8-2025-GEO-026,26,single_choice,2,5,读我国水资源材料，完成第25-26小题。,下列做法符合节约水资源核心素养要求的是,大水漫灌农田,用自来水冲洗车辆,随手关闭水龙头,大量使用一次性水杯,,
HQG8-2025-GEO-027,27,single_choice,2,5,火炕，也称地火龙。灶台与火炕相连，火炕与火墙相通，通过燃烧木柴，供给热量，让热气在墙内流动、散发，从而达到取暖的目的。据此，完成第27-28小题。,地火龙可能分布在下列哪些地区,长江中下游平原,四川盆地,东北平原,云贵高原,,question_images/figure_08.png
HQG8-2025-GEO-028,28,single_choice,2,5,读地火龙结构示意图，完成第27-28小题。,地火龙分布地区的传统民居可能有哪些特点,以竹、木为主,墙体薄,门窗高大,房屋矮小,,question_images/figure_08.png
HQG8-2025-GEO-029,29,single_choice,2,5,2022年11月全球首个漂浮式海上风电和深海养殖融合示范项目，在福建南日岛开工建设。据此，完成第29-30小题。,漂浮式海上风电利用的海洋资源是,海洋化学资源,海洋矿产资源,海洋生物资源,海洋空间资源,,
HQG8-2025-GEO-030,30,single_choice,2,5,读漂浮式海上风电材料，完成第29-30小题。,相较于陆上风电，漂浮式海上风电的优势有：①投资少；②技术要求低；③节省土地资源；④海面光滑，风阻小，风力强；⑤市场需求量大。,①③,②④,③④,④⑤,,
HQG8-2025-GEO-031,31,single_choice,2,6,内蒙古是黄河流域荒漠化和沙化土地最为集中的省区，沿“几字弯”地区分布着众多沙漠。近年来，通过系统性生态治理，该区域书写下“绿进沙退”的历史性奇迹。读图，完成第31-32小题。,导致内蒙古境内“几字弯”区域沙漠广布的自然因素是,降水稀少，气候干旱,过度放牧，草场退化,全年高温，蒸发旺盛,地形崎岖，坡度较大,,question_images/figure_09.png
HQG8-2025-GEO-032,32,single_choice,2,6,读内蒙古几字弯区域沙漠分布图，完成第31-32小题。,内蒙古境内“几字弯”治沙成功的意义包括：①改善区域生态，减轻风沙危害；②挖掘沙漠资源，创造经济效益；③沙区产业融合，助力脱贫致富；④减少水土流失，稳定下游河床。,①②③,①②④,②③④,①③④,,question_images/figure_09.png
HQG8-2025-GEO-033,33,single_choice,2,6,大秦铁路西起山西大同，东至河北秦皇岛，全长653公里，承担着300多家主要电厂和6000多家企业的生产用煤运输任务，煤炭运量占全国铁路煤运总量的1/5，是我国西煤东运的重要能源通道。读图完成第33-35小题。,大秦铁路从山西大同到河北秦皇岛，沿线主要经过的地形区是,黄土高原、华北平原,内蒙古高原、东北平原,青藏高原、四川盆地,长江中下游平原、东南丘陵,,question_images/figure_10.png
HQG8-2025-GEO-034,34,single_choice,2,6,读大秦铁路示意图，完成第33-35小题。,大秦铁路的煤炭运量占全国铁路煤运总量的1/5，其主要原因是,运输成本低廉,连接煤炭主产区与消费区,铁路沿线工业密集,采用最先进的高铁技术,,question_images/figure_10.png
HQG8-2025-GEO-035,35,single_choice,2,6,读大秦铁路示意图，完成第33-35小题。,大秦铁路对保障我国能源安全的意义主要体现在,替代石油成为主要能源,缓解东部沿海地区电力短缺,减少煤炭开采对环境的破坏,促进西藏、新疆等边疆地区发展,,question_images/figure_10.png
HQG8-2025-GEO-036,36,综合题,10,6,黄河，孕育出中华文明，是对中国历史影响最深的河流之一。阅读图文材料，完成下列问题。材料一：历史上，黄河下游以“多淤、易决、善徙”著称，入海口频繁改道，对黄淮海平原的地理环境影响巨大。图1为黄河流域示意图。材料二：早在明代就有人提出“筑堤束水，以水攻沙”的黄河下游治理策略，新中国成立以来，国家对黄河进行综合治理。当前黄河治理进入数字时代，数字化技术在黄河生态保护中得到越来越多的应用，让守护黄河安澜如虎添翼。图2为早期“束水攻沙”示意图和现代部分黄河数字化应用领域示意图。,"（1）黄河发源于____高原上的巴颜喀拉山脉，奔流入____海。黄河“多淤”，主要是来源于____（上、中、下）游河段；“筑堤束水，以水攻沙”的设计主要通过河流的____（填水文特征）改变河流的含沙量。
（2）黄河“易决”主要是发生在____（上、中、下）游河段，简述国家治理“易决”的措施（2分）。
（3）黄河“善徙”给下游地区带来的有利和不利影响____（2分），黄河治理后对流域内经济发展和人民生活的影响____。",,,,,,question_images/figure_11.png;question_images/figure_12.png
HQG8-2025-GEO-037,37,综合题,10,7,阅读材料回答问题。材料一：《长安的荔枝》一书将“一骑红尘妃子笑，无人知是荔枝来”这段历史往事以新的视角带入大众视野，书中讲述了将喜温喜湿又极难保鲜的荔枝从岭南（今广州一带）运送鲜荔枝到长安（今西安）的故事。材料二：中国荔枝主要产区分布图。,"（1）指出荔枝主产区主要分布在我国四大地理区域中的____，并说明该区域共同的气候特征____。
（2）分析海南荔枝能够实现全国最早上市的地理条件。（2分）
（3）荔枝保鲜期短，适宜选择____（填运输方式）快速运往北方地区，运输过程跨越四大地理区域分界线____。
（4）夏季暴雨可能导致荔枝园发生____（填地质灾害），果农需开挖____（填地形部位）排水沟以减少损失。
（5）请为中国荔枝产业发展提供2条可行性建议（2分）。",,,,,,question_images/figure_13.png
HQG8-2025-GEO-038,38,综合题,10,8,阅读图文材料，完成下列问题。材料一：近年来，东北地区在粮食发展方面取得了显著成就，巩固了国家粮食安全的“压舱石”地位，并进一步夯实了大国重器的产业根基，同时绿色发展优势更加明显。材料二：在新时代振兴东北的进程中，黑龙江省积极探索，创新发展冰雪经济的发展良机。,"（1）东北三省农业能实现大规模机械化的有利自然条件是____。据图分析，该地区成为我国粮食安全的“压舱石”的条件是____。（2分）
（2）东北三省也是我国重要的稻米产区，但其热量条件只能满足农作物____的需要（填熟制）。____（填季节）由于受____（填气象灾害）影响，容易导致农作物受损。
（3）图2中阴影区域是我国建立的第一个工业基地，先后经历“兴起—辉煌—衰退”，结合图中信息，阴影区域发展工业的有利条件有____。目前出现“衰退”的原因是____。黑龙江该省发展冰雪运动的有利自然条件为____，你认为黑龙江发展冰雪经济有何意义____？",,,,,,question_images/figure_14.png
