id,number,type,score,source_page,group_prompt,stem,option_A,option_B,option_C,option_D,answer,images
STAGE2025-GEO-015,15,single_choice,2,3,读“黄河、长江示意图”，完成第14-15小题。,关于黄河、长江共同特征的说法，正确的是：①都属于太平洋水系；②均流经四川省；③大致都自西向东流；④水能资源都集中在中上游河段；⑤都发源于唐古拉山脉；⑥中下游都有结冰期。,①②③⑥,①②③⑤,②③④⑤,①②③④,,question_images/figure_06.png
STAGE2025-GEO-016,16,single_choice,2,3,《关于实施渐进式延迟法定退休年龄的决定》于2025年1月1日开始施行。下图为我国劳动适龄人口（15-64岁）比重及增长率变化（含预测）示意图，据此完成第16-18小题。,我国劳动适龄人口增长率,先升后降,持续上升,波动下降,持续下降,,question_images/figure_07.png
STAGE2025-GEO-017,17,single_choice,2,3,读我国劳动适龄人口比重及增长率变化图，完成第16-18小题。,我国当前主要面临的人口问题是,劳动力过剩,人口年龄结构年轻化,劳动力减少,城乡人口分布不均,,question_images/figure_07.png
STAGE2025-GEO-018,18,single_choice,2,3,读我国劳动适龄人口比重及增长率变化图，完成第16-18小题。,为促进人口与经济、社会、资源和环境可持续发展，下列措施合理的有：①大量引进外来移民；②完善育儿补贴政策；③逐步延迟法定退休年龄；④推动产业升级，提高劳动生产率。,①②③,①③④,①②④,②③④,,question_images/figure_07.png
STAGE2025-GEO-019,19,single_choice,2,4,,下图中四个省区少数民族及其分布的组合中，正确的是,高山族—①,壮族—②,回族—③,傣族—④,,question_images/figure_08.png
STAGE2025-GEO-020,20,single_choice,2,4,山，是我们大地的脊梁；河，是我们民族的血脉；诗，是我们文化的瑰宝。下图示意中国地势三级阶梯分布，据此完成第20-21小题。,我国沿36°N线绘制的地形剖面示意图是,A,B,C,D,,question_images/figure_09.png
STAGE2025-GEO-021,21,single_choice,2,4,读中国地势三级阶梯分布图，完成第20-21小题。,下列诗句描述的山脉中，既属于地势阶梯分界线，又呈东北-西南走向的是,“秦岭巍峨分南北，气候水文两重天”,“昆仑万仞插云霄，横亘西疆天路遥”,“太行千里势如龙，隔断东西百重重”,“贺兰山下果园成，塞北江南旧有名”,,question_images/figure_09.png
STAGE2025-GEO-022,22,single_choice,2,4,乌蒙山片区位于云南省、四川省、贵州省三地的结合部，是我国经济相对落后的地区之一。下图为乌蒙山片区位置示意图。据此完成第22-24小题。,乌蒙山片区所在的高原是,青藏高原,云贵高原,黄土高原,内蒙古高原,,question_images/figure_10.png
STAGE2025-GEO-023,23,single_choice,2,5,乌蒙山片区位于云南省、四川省、贵州省三地的结合部，是我国经济相对落后的地区之一。下图为乌蒙山片区位置示意图。据此完成第22-24小题。,推测乌蒙山片区经济落后的主要自然原因是,气候寒冷，位于寒温带,资源短缺，能源匮乏,降水稀少，属于干旱区,地表崎岖，灾害多发,,question_images/figure_10.png
STAGE2025-GEO-024,24,single_choice,2,5,乌蒙山片区位于云南省、四川省、贵州省三地的结合部，是我国经济相对落后的地区之一。下图为乌蒙山片区位置示意图。据此完成第22-24小题。,目前，乌蒙山片区要实现“乡村全面振兴”可以大力发展,生态旅游业,高新技术产业,金融服务业,机器人制造业,,question_images/figure_10.png
STAGE2025-GEO-025,25,single_choice,2,5,借牧越冬是指秋冬季节，牧民将牛羊转移到低海拔的农区，利用农作物采收后留下的秸秆进行放牧的生产方式，实现生态保护与生产发展双赢。近年来，青海牧区和内蒙古牧区的牧民们常把牛羊运到山下河西走廊农区“借牧越冬”。下图为中国四大牧区分布图。据此完成第25-27小题。,我国四大牧区主要分布在,湿润区,半湿润区,半干旱、干旱区,平原丘陵区,,question_images/figure_11.png
STAGE2025-GEO-026,26,single_choice,2,5,读中国四大牧区分布图，完成第25-27小题。,牧民选择到河西走廊农区“借牧越冬”，主要原因是河西走廊,地处山麓，冬季温暖，秸秆资源丰富,冬季草场茂密，适合发展大规模放牧,当地人口稀少，对牲畜活动干扰较小,地处牧区中心，牲畜运输的距离较短,,question_images/figure_11.png
STAGE2025-GEO-027,27,single_choice,2,5,读中国四大牧区分布图，完成第25-27小题。,从可持续发展角度看，“借牧越冬”有利于：①减轻牧区冬季草场压力；②促进农耕区粮食增产；③促进农牧区协同发展；④减少牲畜冬季损失。,①②③,①②④,①③④,②③④,,question_images/figure_11.png
STAGE2025-GEO-028,28,single_choice,2,5,读右图北方地区轮廓图，完成第28-29小题。,下列有关图中四列山脉的叙述，正确的是,①山脉东西两侧农业类型一致,②山脉林区适合野生人参的生长,③山脉东西两侧地形类型相同,④山脉南北两侧主要粮食作物相同,,question_images/figure_12.png
STAGE2025-GEO-029,29,single_choice,2,5,读右图北方地区轮廓图，完成第28-29小题。,下列关于甲乙两地地理差异的叙述，正确的是,甲地为“暖温带”，乙地为“寒温带”,甲地种“冬小麦”，乙地种“春小麦”,甲地是“黑土地”，乙地是“黄土地”,甲地属“半湿润区”，乙地属“湿润区”,,question_images/figure_12.png
STAGE2025-GEO-030,30,single_choice,2,6,2025年央视春晚舞台上，16个人形机器人与真人舞蹈演员一同上演了“AI机器人秧歌”，下图为我国机器人产业园区分布示意图和我国不同地区机器人企业比重示意图。阅读材料，据此完成第30-31小题。,春晚亮相的人形机器人主要体现了我国工业发展的哪个方向？,传统重工业转型,高新技术产业突破,劳动密集型产业升级,能源密集型产业扩张,,question_images/figure_13.png
STAGE2025-GEO-031,31,single_choice,2,6,读我国机器人产业园区分布示意图和我国不同地区机器人企业比重示意图，完成第30-31小题。,我国人形机器人企业主要分布地区及优势是,中部地区，消费市场广阔,东部地区，科技人才集中,西北地区，矿产资源丰富,东北地区，气候条件优越,,question_images/figure_13.png
STAGE2025-GEO-032,32,single_choice,2,6,,在我国工业生产中，也在大规模使用工业机器人，它们的使用有助于：①降低企业初始建厂的资金支出；②增加普通工人的就业机会；③提高工业生产效率；④降低企业劳动力成本。,①②,②③,①④,③④,,
STAGE2025-GEO-033,33,single_choice,2,6,读某区域等温线分布图，图中a、b、c代表不同的气温值，①、②两地同纬度，③、④两地同纬度，据此完成第33-34小题。,若a>b>c，关于①②③④四地气温的比较，正确的是,①<②<③<④,④<③<②<①,③<④<②<①,②<①<③<④,,question_images/figure_14.png
STAGE2025-GEO-034,34,single_choice,2,6,读某区域等温线分布图，完成第33-34小题。,若a>b>c，下列说法正确的是,①地等温线向低纬度凸出,若为当地夏季，则②为海洋,若为当地冬季，则③为陆地,④可能在北半球,,question_images/figure_14.png
STAGE2025-GEO-035,35,single_choice,2,6,,下图为地球某时刻太阳光照示意图，图中阴影部分表示黑夜，箭头表示地球自转方向。读图判断下列说法正确的是,①点比③点早看到日出,此时刻②点的白昼比①点短,从③点沿经线不改变方向可以直接到达②点,④点的经纬度是（23.5°S，90°E）,,question_images/figure_15.png
STAGE2025-GEO-036,36,综合题,10,7,读“宜昌某地等高线示意图”并结合材料完成下列问题。材料：湖北省宜昌市某县有一个名叫“雨水荒”的小村落。如同它的名字，“饮水难”成为当地百姓的一块心病。宜昌市水利部门与当地政府共同研究，启动引水工程，一股清泉水“爬到”了“雨水荒”。,"（1）据图可知，宜昌某县地形类型以____为主，虚线①表示地形部位为____，小河干流的流向大致是____，该等高线地形图缺少地图“语言”（即地图的三要素）中的____。
（2）引水工程拟在A、B、C三处中，选取一处配套修建供给全村生产生活用水的蓄水池。为了方便日后可以实现自流引水，你认为选在何处更合理？请说明理由____。
（3）从M到N的图上距离是2cm，实际直线距离约____千米，而当地“村村通”公路修建得弯弯曲曲，公路里程远大于MN间的直线距离，请说明这样修建的理由____。
（4）D处位于“雨水荒”的____方向，“雨水荒”村及周边自然环境优美，有村民想在D处修建旅游民宿，满足人们夏季避暑的需求，你认为可行吗？为什么？（2分）",,,,,,question_images/figure_16.png
STAGE2025-GEO-037,37,综合题,10,7,阅读图文材料，完成下列要求。材料一：粤港澳大湾区是中国开放程度最高、经济活力最强的区域之一，是中国建设世界级城市群和参与全球竞争的重要空间载体，下图示意粤港澳大湾区位置。材料二：珠澳大桥、深中通道等标志性工程建成通车，推动粤港澳大湾区互融互通，从香港驾车到珠海、澳门仅需30分钟，香港往来广州缩短至1小时以内，“1小时生活圈”基本形成，粤港澳大湾区涌现出一大批“双城打工人”。,"（1）粤港澳大湾区位于____（河流）入海口，南临____海，包括____省中南部地区的9个城市及两个特别行政区。
（2）粤港澳大湾区有我国以轻工业为主的综合性工业区____，随着粤港澳大湾区“1小时生活圈”基本形成，涌现大批“双城打工人”，说出形成该现象的首要条件是____，港珠澳大桥建设过程中，夏季容易受到____（气象灾害）的影响。
（3）粤港澳大湾区被誉为“中国第一湾”，从地理位置角度分析粤港澳大湾区发展经济的优势条件。（2分）
（4）粤港澳大湾区的建设，让港澳地区与祖国内地联系日益紧密，简要说明港澳地区与祖国内地相互支持的表现。（2分）",,,,,,question_images/figure_17.png
STAGE2025-GEO-038,38,综合题,10,8,阅读图文材料，完成下列问题。材料一：2025年12月18日海南已正式启动全岛封关运作，建设成为具有中国特色的世界级自由贸易港，实行最高标准的自由贸易及减免税收政策。材料二：海南未来产业园是承接国际、国内未来产业的重要空间和载体，以服务海南自贸港建设为核心目标，发展全球领先的人工智能、量子计算、新能源等创新型应用产业集群。材料三：图1为海南未来产业园位置及交通示意图，图2为海南岛相关地理事物分布示意图。,"（1）海南岛地处____带（温度带），降水空间分布特点是____，属于____气候，植被茂密，空气清新，环境优美，对吸引未来产业的“落户”，环境优势十分显著。
（2）洋浦经济开发区位于海南省____市，被赋予了打造海南自由贸易港建设先行区、示范区的重任。分析建设洋浦港口的优势自然条件：____（写出一点即可）。
（3）承接国际、国内未来产业，海南省具备的有利社会经济条件是____（写出一点即可）。建设“海南未来产业园”对海南省经济发展的意义有____。（2分）
（4）海南岛河流众多但航运价值不大，岛内运输不以水运为主，原因是____。（2分）",,,,,,question_images/figure_18.png
