id,number,type,score,source_page,group_prompt,stem,option_a,option_b,option_c,option_d,answer,images
HK2025-M1-GEO-019,19,single_choice,2,3,有研究表明，我国现今的人口老龄化对我国制造业实现自动化具有推动作用。读我国2010-2023年人口总量变化曲线与人口年龄构成比例变化图（图8），完成19-21题。,我国15-64岁人口数量,先增后减,先减后增,持续增加,持续减少,,question_images/figure_08.png
HK2025-M1-GEO-020,20,single_choice,2,3,有研究表明，我国现今的人口老龄化对我国制造业实现自动化具有推动作用。读我国2010-2023年人口总量变化曲线与人口年龄构成比例变化图（图8），完成19-21题。,我国人口老龄化对制造业实现自动化具有推动作用，主要是因为,受教育年限延长,人均收入提高,劳动力数量短缺,技术创新加快,,question_images/figure_08.png
HK2025-M1-GEO-021,21,single_choice,2,3,有研究表明，我国现今的人口老龄化对我国制造业实现自动化具有推动作用。读我国2010-2023年人口总量变化曲线与人口年龄构成比例变化图（图8），完成19-21题。,推动我国制造业自动化，需要,加大教育投入力度,实施延迟退休制度,完善生育支持政策,劳动力跨区域流动,,question_images/figure_08.png
HK2025-M1-GEO-022,22,single_choice,2,3,2025年4月24日，第十个中国航天日，神舟二十号载人飞船在酒泉卫星发射中心成功升空。读图9，完成22-23题。,最接近这一天的节气是,春分日,惊蛰,夏至日,谷雨,,question_images/figure_09.png
HK2025-M1-GEO-023,23,single_choice,2,4,2025年4月24日，第十个中国航天日，神舟二十号载人飞船在酒泉卫星发射中心成功升空。读图9，完成22-23题。,这一天，我国四大卫星发射基地，白昼时间最长的是,文昌,西昌,太原,酒泉,,question_images/figure_09.png
HK2025-M1-GEO-024,24,single_choice,2,4,读图10，完成24-25题。,图示地区的黑土分布于,高纬度,东半球,北温带,沿海地区,,question_images/figure_10.png
HK2025-M1-GEO-025,25,single_choice,2,4,读图10，完成24-25题。,两地的黑土分布区，我国是著名的水稻产区，美国则以种植玉米和小麦为主，原因是,地形差异,气候差异,技术差异,市场差异,,question_images/figure_10.png
HK2025-M1-GEO-026,26,single_choice,2,4,2025年是中国人民抗日战争取得胜利80周年。读中央红军长征路线示意图（图11），完成26-27题。,当年，到达吴起镇革命根据地，红军战士住进当地的传统民居,四合院,窑洞,吊脚楼,毡房,,question_images/figure_11.png
HK2025-M1-GEO-027,27,single_choice,2,4,2025年是中国人民抗日战争取得胜利80周年。读中央红军长征路线示意图（图11），完成26-27题。,今天，再走长征路，沿途所见景观有,高铁巨龙穿越秦岭,四川盆地香蕉满园,大渡河天堑变通途,云贵高原沙丘连绵,,question_images/figure_11.png
HK2025-M1-GEO-028,28,single_choice,2,4,“陆数海算”是指陆地上的数据到海底运算。设备进行数据运算时需要消耗电能，并需要散热。图示意陵水县海底数据中心的位置（图12）。据此，完成28-29题。,海底数据中心利用了海洋的,生物资源,化学资源,空间资源,矿产资源,,question_images/figure_12.png
HK2025-M1-GEO-029,29,single_choice,2,4,“陆数海算”是指陆地上的数据到海底运算。设备进行数据运算时需要消耗电能，并需要散热。图示意陵水县海底数据中心的位置（图12）。据此，完成28-29题。,该数据中心以海水作为冷源主要是为了,减少能源消耗,降低维护难度,节约土地资源,延长使用寿命,,question_images/figure_12.png
HK2025-M1-GEO-030,30,single_choice,2,4,读我国部分城市1月平均气温柱状图（图13），完成30-31题。,下列城市中，最靠近秦岭—淮河一线的是,郑州,石家庄,济南,呼和浩特,,question_images/figure_13.png
HK2025-M1-GEO-031,31,single_choice,2,4,读我国部分城市1月平均气温柱状图（图13），完成30-31题。,与其他城市比较，哈尔滨市1月气温偏低，主要原因是：①地势高；②距海远；③纬度高；④距冬季风源地近。,①②,③④,①③,②④,,question_images/figure_13.png
HK2025-M1-GEO-032,32,single_choice,2,4,读古诗，学地理。完成32-33题。,《长歌行》中有“百川东到海，何时复西归”。诗句中所指河流的流向最可能是,自西向东,自东向西,自南向北,自北向南,,
HK2025-M1-GEO-033,33,single_choice,2,5,读古诗，学地理。完成32-33题。,“九曲黄河万里沙，浪淘风簸自天涯。”反映出黄河中游河段突出的水文特征是,结冰期长,瀑布壮观,含沙量大,河面开阔,,
HK2025-M1-GEO-034,34,single_choice,2,5,读沿某30°纬线图的地形剖面图（图14），完成34-35题。,图中,a大洋是世界上最冷的大洋,b大洋是世界上最大的大洋,b大洋是世界上最小的大洋,c大洋是世界上最热的大洋,,question_images/figure_14.png
HK2025-M1-GEO-035,35,single_choice,2,5,读沿某30°纬线图的地形剖面图（图14），完成34-35题。,甲大陆,高大山系分布在西海岸,地形以平原为主,高大山系分布在西南部,地形以高原为主,,question_images/figure_14.png
HK2025-M1-GEO-036,36,non_choice,10,5,读图文资料，完成下列问题。,"由中国和秘鲁共建的“一带一路”重点项目钱凯港是天然深水良港，于2024年11月14日开港，目前已开通“上海↔钱凯港”集装箱直航航线。结合世界年平均气温分布图（图15），完成下列问题。
（1）世界年平均气温具有从低纬度向两极逐渐____的分布规律，钱凯港附近的20℃等温线向低纬弯曲，主要影响因素是____；“开港”时钱凯港当地为____季（节）。
（2）中国是秘鲁的重要贸易伙伴，中秘两国之间的互助合作称为“____”；中国参与钱凯港建设的优势条件是____。（2分）
（3）钱凯港的开通，南美洲出口至亚洲市场的货物，运输时间大大缩短，原因是____。（2分）从国家安全的角度，分析钱凯港开通对我国的影响是____。（2分）",,,,,,question_images/figure_15.png
HK2025-M1-GEO-037,37,non_choice,10,6,读图文资料，完成下列问题。,"材料一：2025年初，宇树科技的机器人央视春晚扭秧歌，深度求索以不怕虎的锐气撼动美国人工智能巨头产生连锁效应。杭州是国家新一代智能创新发展试验区，政府对通用人工智能、人形机器人等未来产业加大资金支持，科技企业研发人员占比高，研发投入占研发经费超过七成。
材料二：长江三角洲区域示意图（图16）。
（1）长江三角洲，从纬度位置上看，位于____；农耕历史悠久，是举世闻名的“鱼米之乡”，其原因是____。（2分）
（2）杭州高新技术产业发展迅猛，其有利条件是____。（2分）近些年，高新技术产业在生活中得到广泛应用，便捷了我们的生活。请列举一例你身边的人工智能产品，简述该产品对你的影响。你身边的人工智能产品：____；该产品对你的影响：____。
（3）长江三角洲地区的核心城市是____；举例说明该城市对长江三角洲区域经济发展的带动作用：____。（2分）",,,,,,question_images/figure_16.png
HK2025-M1-GEO-038,38,non_choice,10,6,读图文资料，完成下列问题。,"材料一：粤港澳大湾区是我国开放程度最高、经济活力最强的区域之一，已形成通信电子信息产业、新能源汽车产业、无人机产业、机器人等高新技术产业产业集群。2025年底前封关运作是海南自贸港建设的关键性阶段目标，海南省将加强同粤港澳大湾区联动发展，加力培育未来产业集群。
材料二：海南省示意图（图17）、粤港澳大湾区城市分布图（图18）。
（1）图示两地都濒临____海，在我国四大地理区域的划分中，属于南方地区，其判断依据是：两地都位于秦岭以南，____高原以东地区，气候具有____等相似特征。
（2）粤港澳大湾区包括____省中南部地区的9个城市及香港、澳门两个特别行政区，其城市分布的特点是____；总体来看，海南省的人口主要分布在海南岛的北部及沿海地带，其主要原因是____。
（3）相较于香港、澳门自由贸易港，海南省自由贸易港建设的优势是____。（2分）加强同粤港澳大湾区联动发展，对海南自贸港建设实现封关运作关键性阶段目标意义重大，其体现在____。（2分）",,,,,,question_images/figure_17.png;question_images/figure_18.png
